name,url,type,aliases,name_zh_tw,name_zh_cn,aliases_zh_tw,aliases_zh_cn
foundations_sink_into_mud,https://suisoko.com/Spirits/Downpour/FnFCards300pxiFnFUnique11png_combined.webp,unique,,地基陷泥沼,地基陷泥沼,,
gift_of_abundance,https://suisoko.com/Spirits/Downpour/FnFCards300pxiFnFUnique10png_combined.webp,unique,,豐饒的禮贈,丰饶的礼赠,,
dark_skies_loose_a_stinging_rain,https://suisoko.com/Spirits/Downpour/FnFCards300pxiFnFUnique8png_combined.webp,unique,,漫天鳥雲灑下如釘暴雨,漫天鸟云洒下如钉暴雨,,
exaltation_of_grasping_roots,https://suisoko.com/Spirits/Behemoth/NIUnique27png_combined.webp,unique,,葉茂根深之樂,叶茂根深之乐,,
terrifying_rampage,https://suisoko.com/Spirits/Behemoth/NIUnique25png_combined.webp,unique,,顫慄大暴走,颤栗大暴走,,
blazing_intimidation,https://suisoko.com/Spirits/Behemoth/NIUnique28png_combined.webp,unique,,熾熱威懾,炽热威慑,,
surging_lahar,https://suisoko.com/Spirits/Behemoth/NIUnique26png_combined.webp,unique,,火山泥流洪,火山泥流洪,,
boon_of_watchful_guarding,https://suisoko.com/Spirits/Eyes/HCards300pxiHUnique19png_combined.webp,unique,,守衛的恩惠,守卫的恩惠,,
whispered_guidance_through_the_night,https://suisoko.com/Spirits/Eyes/HCards300pxiHUnique16png_combined.webp,unique,,夜色下悄聲指引,夜色下悄声指引,,
mysterious_abductions,https://suisoko.com/Spirits/Eyes/HCards300pxiHUnique17png_combined.webp,unique,,神祕失蹤,神秘失踪,,
eerie_noises_and_moving_trees,https://suisoko.com/Spirits/Eyes/HCards300pxiHUnique18png_combined.webp,unique,,行走的樹木，詭異的雜音,行走的树木，诡异的杂音,,
exaltation_of_tangled_growth,https://suisoko.com/Spirits/Mud/HCards300pxiHUnique14png_combined.webp,unique,,交纏生長之樂,交缠生长之乐,,
foul_vapors_and_fetid_muck,https://suisoko.com/Spirits/Mud/HCards300pxiHUnique13png_combined.webp,unique,,薰天臭氣,薰天臭气,,
open_shifting_waterways,https://suisoko.com/Spirits/Mud/HCards300pxiHUnique11png_combined.webp,unique,,打開水道,打开水道,,
intractable_thickets_and_thorns,https://suisoko.com/Spirits/Mud/HCards300pxiHUnique12png_combined.webp,unique,,灌木荊棘牆,灌木荆棘墙,,
travelers_boon,https://suisoko.com/Spirits/Finder/FnFCards300pxiFnFUnique6png_combined.webp,unique,,旅人的恩惠,旅人的恩惠,,
paths_tied_by_nature,https://suisoko.com/Spirits/Finder/FnFCards300pxiFnFUnique3png_combined.webp,unique,,被自然相連的小徑,被自然相连的小径,,
a_circuitous_and_wending_journey,https://suisoko.com/Spirits/Finder/FnFCards300pxiFnFUnique1png_combined.webp,unique,,蜿蜒曲折的旅程,蜿蜒曲折的旅程,,
offer_passage_between_worlds,https://suisoko.com/Spirits/Finder/FnFCards300pxiFnFUnique5png_combined.webp,unique,,打開穿越世界的通道,打开穿越世界的通道,,
ways_of_shore_and_heartland,https://suisoko.com/Spirits/Finder/FnFCards300pxiFnFUnique2png_combined.webp,unique,,通向海岸和內地之路,通向海岸和内地之路,,
aid_from_the_spiritspeakers,https://suisoko.com/Spirits/Finder/FnFCards300pxiFnFUnique4png_combined.webp,unique,,靈媒的援手,灵媒的援手,,
the_past_returns_again,https://suisoko.com/Spirits/Fractured_Days/JECards300pxiJEUnique28png_combined.webp,unique,,過往重臨,过往重临,,
absolute_stasis,https://suisoko.com/Spirits/Fractured_Days/JECards300pxiJEUnique30png_combined.webp,unique,,絕對停滯,绝对停滞,,
pour_time_sideways,https://suisoko.com/Spirits/Fractured_Days/JECards300pxiJEUnique29png_combined.webp,unique,,傾瀉時光於一旁,倾泻时光于一旁,,
blur_the_arc_of_years,https://suisoko.com/Spirits/Fractured_Days/JECards300pxiJEUnique27png_combined.webp,unique,,模糊歲月的進程,模糊岁月的进程,,
unexpected_tigers,https://suisoko.com/Spirits/Trickster/JECards300pxiJEUnique50png_combined.webp,unique,,不速之虎,不速之虎,,
impersonate_authority,https://suisoko.com/Spirits/Trickster/JECards300pxiJEUnique49png_combined.webp,unique,,假冒領導,假冒领导,,
incite_the_mob,https://suisoko.com/Spirits/Trickster/JECards300pxiJEUnique48png_combined.webp,unique,,煽動暴民,煽动暴民,,
overenthusiastic_arson,https://suisoko.com/Spirits/Trickster/JECards300pxiJEUnique47png_combined.webp,unique,,縱火成癮,纵火成瘾,,
flames_fury,https://suisoko.com/Spirits/Wild_Fire/FnFCards300pxiFnFUnique19png_combined.webp,unique,,野火之怒,野火之怒,,
threatening_flames,https://suisoko.com/Spirits/Wild_Fire/FnFCards300pxiFnFUnique18png_combined.webp,unique,,熊熊大火,熊熊大火,,
flashfires,https://suisoko.com/Spirits/Wild_Fire/FnFCards300pxiFnFUnique21png_combined.webp,unique,,閃燃,闪燃,,
asphyxiating_smoke,https://suisoko.com/Spirits/Wild_Fire/FnFCards300pxiFnFUnique20png_combined.webp,unique,,致命濃煙,致命浓烟,,
surrounded_by_the_dahan,https://suisoko.com/Spirits/Hearth_Vigil/NIUnique20png_combined.webp,unique,,四面楚歌,四面楚歌,,
coordinated_raid,https://suisoko.com/Spirits/Hearth_Vigil/NIUnique22png_combined.webp,unique,,聯合突襲,联合突袭,,
favors_of_story_and_season,https://suisoko.com/Spirits/Hearth_Vigil/NIUnique21png_combined.webp,unique,,傳說與四季的恩惠,传说与四季的恩惠,,
call_to_vigilance,https://suisoko.com/Spirits/Hearth_Vigil/NIUnique23png_combined.webp,unique,,警戒的呼喚,警戒的呼唤,,
regrow_from_roots,https://suisoko.com/Spirits/Keeper/BnCCards300pxiBnCUnique8png_combined.webp,unique,,新芽萌生,新芽萌生,,
boon_of_growing_power,https://suisoko.com/Spirits/Keeper/BnCCards300pxiBnCUnique7png_combined.webp,unique,,生長的恩惠,生长的恩惠,,
sacrosanct_wilderness,https://suisoko.com/Spirits/Keeper/BnCCards300pxiBnCUnique6png_combined.webp,unique,,神聖不可侵犯之地,神圣不可侵犯之地,,
towering_wrath,https://suisoko.com/Spirits/Keeper/BnCCards300pxiBnCUnique9png_combined.webp,unique,,怒火爆發,怒火爆发,,
harbingers_of_the_lightning,https://suisoko.com/Spirits/Lightning/BaseCards300pxiBaseUnique3png_combined.webp,unique,,雷霆先鋒,雷霆先锋,,
lightnings_boon,https://suisoko.com/Spirits/Lightning/BaseCards300pxiBaseUnique2png_combined.webp,unique,,迅雷恩惠,迅雷恩惠,,
shatter_homesteads,https://suisoko.com/Spirits/Lightning/BaseCards300pxiBaseUniquepng_combined.webp,unique,,粉碎建築,粉碎建筑,,
raging_storm,https://suisoko.com/Spirits/Lightning/BaseCards300pxiBaseUnique1png_combined.webp,unique,,暴風怒吼,暴风怒吼,,
gift_of_the_untamed_wild,https://suisoko.com/Spirits/Lure/JECards300pxiJEUnique8png_combined.webp,unique,,不羈野地的禮贈,不羁野地的礼赠,,
perils_of_the_deepest_island,https://suisoko.com/Spirits/Lure/JECards300pxiJEUnique10png_combined.webp,unique,,兇險危林,凶险危林,,
swallowed_by_the_wilderness,https://suisoko.com/Spirits/Lure/JECards300pxiJEUnique7png_combined.webp,unique,,曠野來襲,旷野来袭,,
softly_beckon_ever_inward,https://suisoko.com/Spirits/Lure/JECards300pxiJEUnique9png_combined.webp,unique,,一步一步，招進深處,一步一步，招进深处,,
pursue_with_scratches_pecks_and_stings,https://suisoko.com/Spirits/Many_Minds/JECards300pxiJEUnique5png_combined.webp,unique,,釋放銳刺、尖嘴和利爪,释放锐刺、尖嘴和利爪,,
a_dreadful_tide_of_scurrying_flesh,https://suisoko.com/Spirits/Many_Minds/JECards300pxiJEUnique4png_combined.webp,unique,,流竄的駭人肉浪,流窜的骇人肉浪,,
boon_of_swarming_bedevilment,https://suisoko.com/Spirits/Many_Minds/JECards300pxiJEUnique3png_combined.webp,unique,,賜予蜇人蟲海,赐予蜇人虫海,,
guide_the_way_on_feathered_wings,https://suisoko.com/Spirits/Many_Minds/JECards300pxiJEUnique2png_combined.webp,unique,,飛翼領航,飞翼领航,,
evermultiplying_swarm,https://suisoko.com/Spirits/Many_Minds/JECards300pxiJEUnique1png_combined.webp,unique,,蟲群滋長,虫群滋长,,
call_of_the_deeps,https://suisoko.com/Spirits/Ocean/BaseCards300pxiBaseUnique25png_combined.webp,unique,,深淵的呼喚,深渊的呼唤,,
swallow_the_landdwellers,https://suisoko.com/Spirits/Ocean/BaseCards300pxiBaseUnique27png_combined.webp,unique,,吞噬陸棲者,吞噬陆栖者,,
grasping_tide,https://suisoko.com/Spirits/Ocean/BaseCards300pxiBaseUnique26png_combined.webp,unique,,潮水之爪,潮水之爪,,
tidal_boon,https://suisoko.com/Spirits/Ocean/BaseCards300pxiBaseUnique28png_combined.webp,unique,,潮汐的恩惠,潮汐的恩惠,,
blinding_glare,https://suisoko.com/Spirits/Sun/NIUnique19png_combined.webp,unique,,灼眼光暉,灼眼光晖,,
focus_the_suns_rays,https://suisoko.com/Spirits/Sun/NIUnique18png_combined.webp,unique,,凝聚的日光,凝聚的日光,,
unbearable_gaze,https://suisoko.com/Spirits/Sun/NIUnique16png_combined.webp,unique,,目光如炬,目光如炬,,
wither_bodies_scar_stones,https://suisoko.com/Spirits/Sun/NIUnique15png_combined.webp,unique,,"曬乾肉體,撕裂大地","晒干肉体,撕裂大地",,
gift_of_searing_heat,https://suisoko.com/Spirits/Rising_heat/HCards300pxiHUnique8png_combined.webp,unique,,炙熱的禮贈,炙热的礼赠,,
call_on_herders_for_aid,https://suisoko.com/Spirits/Rising_heat/HCards300pxiHUnique9png_combined.webp,unique,,召喚牧人的支援,召唤牧人的支援,,
stinging_sandstorm,https://suisoko.com/Spirits/Rising_heat/HCards300pxiHUnique7png_combined.webp,unique,,螫人沙暴,螫人沙暴,,
sweltering_exhaustion,https://suisoko.com/Spirits/Rising_heat/HCards300pxiHUnique6png_combined.webp,unique,,酷熱難耐,酷热难耐,,
boon_of_vigor,https://suisoko.com/Spirits/River/BaseCards300pxiBaseUnique7png_combined.webp,unique,,活力恩惠,活力恩惠,,
rivers_bounty,https://suisoko.com/Spirits/River/BaseCards300pxiBaseUnique8png_combined.webp,unique,,河川的恩賜,河川的恩赐,,
wash_away,https://suisoko.com/Spirits/River/BaseCards300pxiBaseUnique6png_combined.webp,unique,,沖走入侵者,冲走入侵者,,
flash_floods,https://suisoko.com/Spirits/River/BaseCards300pxiBaseUnique5png_combined.webp,unique,,暴洪,暴洪,,
gift_of_the_primordial_deeps,https://suisoko.com/Spirits/Serpent/FnFCards300pxiFnFUnique16png_combined.webp,unique,,原始深淵的禮贈,原始深渊的礼赠,,
gift_of_flowing_power,https://suisoko.com/Spirits/Serpent/FnFCards300pxiFnFUnique15png_combined.webp,unique,,流動力量的禮贈,流动力量的礼赠,,
elemental_aegis,https://suisoko.com/Spirits/Serpent/FnFCards300pxiFnFUnique13png_combined.webp,unique,,元素護盾,元素护盾,,
absorb_essence,https://suisoko.com/Spirits/Serpent/FnFCards300pxiFnFUnique14png_combined.webp,unique,,靈能吸收,灵能吸收,,
concealing_shadows,https://suisoko.com/Spirits/Shadow/BaseCards300pxiBaseUnique10png_combined.webp,unique,,陰影潛伏,阴影潜伏,,
favors_called_due,https://suisoko.com/Spirits/Shadow/BaseCards300pxiBaseUnique11png_combined.webp,unique,,償還恩情,偿还恩情,,
mantle_of_dread,https://suisoko.com/Spirits/Shadow/BaseCards300pxiBaseUnique12png_combined.webp,unique,,恐懼氣場,恐惧气场,,
crops_wither_and_fade,https://suisoko.com/Spirits/Shadow/BaseCards300pxiBaseUnique13png_combined.webp,unique,,作物枯萎凋零,作物枯萎凋零,,
too_near_the_jungle,https://suisoko.com/Spirits/Sharp_Fang/BnCCards300pxiBnCUnique3png_combined.webp,unique,,誤入叢林中,误入丛林中,,
prey_on_the_builders,https://suisoko.com/Spirits/Sharp_Fang/BnCCards300pxiBnCUnique1png_combined.webp,unique,,獵殺建築工,猎杀建筑工,,
teeth_gleam_from_darkness,https://suisoko.com/Spirits/Sharp_Fang/BnCCards300pxiBnCUnique4png_combined.webp,unique,,月下利齒,月下利齿,,
terrifying_chase,https://suisoko.com/Spirits/Sharp_Fang/BnCCards300pxiBnCUnique2png_combined.webp,unique,,驚魂追緝,惊魂追缉,,
elemental_teachings,https://suisoko.com/Spirits/Memory/JECards300pxiJEUnique24png_combined.webp,unique,,元素指導,元素指导,,
share_secrets_of_survival,https://suisoko.com/Spirits/Memory/JECards300pxiJEUnique23png_combined.webp,unique,,傳授生存的祕訣,传授生存的秘诀,,
study_the_invaders_fears,https://suisoko.com/Spirits/Memory/JECards300pxiJEUnique22png_combined.webp,unique,,研究入侵者的弱點,研究入侵者的弱点,,
boon_of_ancient_memories,https://suisoko.com/Spirits/Memory/JECards300pxiJEUnique25png_combined.webp,unique,,遠古記憶的恩惠,远古记忆的恩惠,,
flowing_and_silent_forms_dart_by,https://suisoko.com/Spirits/Mist/JECards300pxiJEUnique37png_combined.webp,unique,,沉默之形掠過空氣,沉默之形掠过空气,,
the_fog_closes_in,https://suisoko.com/Spirits/Mist/JECards300pxiJEUnique39png_combined.webp,unique,,霧霾逼進,雾霾逼进,,
unnerving_pall,https://suisoko.com/Spirits/Mist/JECards300pxiJEUnique38png_combined.webp,unique,,不安的幽暗氛圍,不安的幽暗氛围,,
dissolving_vapors,https://suisoko.com/Spirits/Mist/JECards300pxiJEUnique40png_combined.webp,unique,,侵蝕之汽,侵蚀之汽,,
gather_the_scattered_light_of_stars,https://suisoko.com/Spirits/Starlight/JECards300pxiJEUnique19png_combined.webp,unique,,收集四散之星光,收集四散之星光,,
shape_the_self_anew,https://suisoko.com/Spirits/Starlight/JECards300pxiJEUnique18png_combined.webp,unique,,創造新自我,创造新自我,,
boon_of_reimagining,https://suisoko.com/Spirits/Starlight/JECards300pxiJEUnique20png_combined.webp,unique,,重塑的恩惠,重塑的恩惠,,
peace_of_the_nighttime_sky,https://suisoko.com/Spirits/Starlight/JECards300pxiJEUnique17png_combined.webp,unique,,祥和夜空,祥和夜空,,
jagged_shards_push_from_the_earth,https://suisoko.com/Spirits/Stone/JECards300pxiJEUnique13png_combined.webp,unique,,尖石破地突出,尖石破地突出,,
stubborn_solidity,https://suisoko.com/Spirits/Stone/JECards300pxiJEUnique12png_combined.webp,unique,,堅實身心,坚实身心,,
scarred_and_stony_land,https://suisoko.com/Spirits/Stone/JECards300pxiJEUnique15png_combined.webp,unique,,滿佈傷痕與岩塊的大地,满布伤痕与岩块的大地,,
plows_shatter_on_rocky_ground,https://suisoko.com/Spirits/Stone/JECards300pxiJEUnique14png_combined.webp,unique,,石化農田碎鐵犁,石化农田碎铁犁,,
gift_of_the_sunlit_air,https://suisoko.com/Spirits/Whirlwind/HCards300pxiHUnique4png_combined.webp,unique,,朝氣的禮贈,朝气的礼赠,,
gift_of_windsped_steps,https://suisoko.com/Spirits/Whirlwind/HCards300pxiHUnique3png_combined.webp,unique,,疾風的禮贈,疾风的礼赠,,
scatter_to_the_winds,https://suisoko.com/Spirits/Whirlwind/HCards300pxiHUnique2png_combined.webp,unique,,散落風中,散落风中,,
tempest_of_leaves_and_branches,https://suisoko.com/Spirits/Whirlwind/HCards300pxiHUnique1png_combined.webp,unique,,樹葉風暴,树叶风暴,,
voice_of_thunder,https://suisoko.com/Spirits/Thunderspeaker/BaseCards300pxiBaseUnique23png_combined.webp,unique,,雷霆之聲,雷霆之声,,
words_of_warning,https://suisoko.com/Spirits/Thunderspeaker/BaseCards300pxiBaseUnique21png_combined.webp,unique,,警覺之聲,警觉之声,,
sudden_ambush,https://suisoko.com/Spirits/Thunderspeaker/BaseCards300pxiBaseUnique22png_combined.webp,unique,,伏擊,伏击,,
manifestation_of_power_and_glory,https://suisoko.com/Spirits/Thunderspeaker/BaseCards300pxiBaseUnique20png_combined.webp,unique,,力與榮臞的象徵,力与荣臞的象征,,
blooming_of_the_rocks_and_trees,https://suisoko.com/Spirits/Towering_Roots/NIUnique13png_combined.webp,unique,,昌盛的岩石和樹木,昌盛的岩石和树木,,
boon_of_resilient_power,https://suisoko.com/Spirits/Towering_Roots/NIUnique12png_combined.webp,unique,,強韌的恩惠,强韧的恩惠,,
entwine_the_fates_of_all,https://suisoko.com/Spirits/Towering_Roots/NIUnique11png_combined.webp,unique,,交織眾生命運,交织众生命运,,
radiant_and_hallowed_grove,https://suisoko.com/Spirits/Towering_Roots/NIUnique10png_combined.webp,unique,,神聖靈性之地,神圣灵性之地,,
fiery_vengeance,https://suisoko.com/Spirits/Plague/JECards300pxiJEUnique35png_combined.webp,unique,,復仇烈焰,复仇烈焰,,
plaguebearers,https://suisoko.com/Spirits/Plague/JECards300pxiJEUnique34png_combined.webp,unique,,瘟疫帶原者,瘟疫带原者,,
fetid_breath_spreads_infection,https://suisoko.com/Spirits/Plague/JECards300pxiJEUnique33png_combined.webp,unique,,呼出散播疫情的惡臭,呼出散播疫情的恶臭,,
strike_low_with_sudden_fevers,https://suisoko.com/Spirits/Plague/JECards300pxiJEUnique32png_combined.webp,unique,,突如其來的高燒,突如其来的高烧,,
draw_of_the_fruitful_earth,https://suisoko.com/Spirits/Earth/BaseCards300pxiBaseUnique18png_combined.webp,unique,,豐饒大地的吸引,丰饶大地的吸引,,
guard_the_healing_land,https://suisoko.com/Spirits/Earth/BaseCards300pxiBaseUnique15png_combined.webp,unique,,守護療傷之地,守护疗伤之地,,
a_year_of_perfect_stillness,https://suisoko.com/Spirits/Earth/BaseCards300pxiBaseUnique16png_combined.webp,unique,,完全靜止的光陰,完全静止的光阴,,
rituals_of_destruction,https://suisoko.com/Spirits/Earth/BaseCards300pxiBaseUnique17png_combined.webp,unique,,破敵儀式,破敌仪式,,
lava_flows,https://suisoko.com/Spirits/Volcano/JECards300pxiJEUnique44png_combined.webp,unique,,岩漿奔騰,岩浆奔腾,,
exaltation_of_molten_stone,https://suisoko.com/Spirits/Volcano/JECards300pxiJEUnique43png_combined.webp,unique,,熔岩狂喜,熔岩狂喜,,
rain_of_ash,https://suisoko.com/Spirits/Volcano/JECards300pxiJEUnique45png_combined.webp,unique,,灰燼之雨,灰烬之雨,,
pyroclastic_bombardment,https://suisoko.com/Spirits/Volcano/JECards300pxiJEUnique42png_combined.webp,unique,,火石轟炸,火石轰炸,,
exhale_confusion_and_delirium,https://suisoko.com/Spirits/Wandering_Voice/NIUnique8png_combined.webp,unique,,困惑和譫妄之音,困惑和谵妄之音,,
turmoils_touch,https://suisoko.com/Spirits/Wandering_Voice/NIUnique6png_combined.webp,unique,,騷亂之觸,骚乱之触,,
frightful_keening,https://suisoko.com/Spirits/Wandering_Voice/NIUnique7png_combined.webp,unique,,驚魂低鳴,惊魂低鸣,,
twist_perceptions,https://suisoko.com/Spirits/Wandering_Voice/NIUnique5png_combined.webp,unique,,認知扭曲,认知扭曲,,
blood_water_and_bloodlust,https://suisoko.com/Spirits/Wounded_Waters/NIUnique3png_combined.webp,unique,,血腥味與嗜血猛獸,血腥味与嗜血猛兽,,
boon_of_corrupted_blood,https://suisoko.com/Spirits/Wounded_Waters/NIUnique2png_combined.webp,unique,,惡血恩惠,恶血恩惠,,
draw_to_the_waters_edge,https://suisoko.com/Spirits/Wounded_Waters/NIUnique1png_combined.webp,unique,,湖濱吸引力,湖滨吸引力,,
wrack_with_pain_and_grief,https://suisoko.com/Spirits/Wounded_Waters/NIUniquepng_combined.webp,unique,,悲痛一擊,悲痛一击,,
savage_mawbeasts,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor8png_combined.webp,minor,,兇猛裂齒獸,凶猛裂齿兽
shadows_of_the_burning_forest,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor7png_combined.webp,minor,,火燒林之影,火烧林之影
sap_the_strength_of_multitudes,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor9png_combined.webp,minor,,精力消逝,精力消逝
drift_down_into_slumber,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor28png_combined.webp,minor,,輕哄入眠,轻哄入眠
land_of_haunts_and_embers,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor18png_combined.webp,minor,,鬼魅與餘燼之地,鬼魅与余烬之地
call_to_isolation,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor34png_combined.webp,minor,,隱世的呼喚,隐世的呼唤
gift_of_constancy,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor22png_combined.webp,minor,,恆定的禮贈,恒定的礼赠
enticing_splendor,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor24png_combined.webp,minor,,風景名勝,风景名胜
gift_of_living_energy,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor21png_combined.webp,minor,,氣的禮贈,气的礼赠
gift_of_power,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor20png_combined.webp,minor,,力量的禮贈,力量的礼赠
gnawing_rootbiters,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor19png_combined.webp,minor,,根莖啃蝕者,根茎啃蚀者
lure_of_the_unknown,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor17png_combined.webp,minor,,未知的誘惑,未知的诱惑
rain_of_blood,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor12png_combined.webp,minor,,血雨,血雨
reaching_grasp,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor11png_combined.webp,minor,,奮起一躍,奋起一跃
golds_allure,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor28png_combined.webp,minor,,黃金的誘惑,黄金的诱惑
here_there_be_monsters,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor26png_combined.webp,minor,,怪物現身,怪物现身
portents_of_disaster,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor23png_combined.webp,minor,,災厄的徵兆,灾厄的征兆
growth_through_sacrifice,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor17png_combined.webp,minor,,置之死地而後生,置之死地而后生
swarming_wasps,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor14png_combined.webp,minor,,蜂擁而至,蜂拥而至
animated_wrackroot,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor12png_combined.webp,minor,,戰闘叢林,战闘丛林
promises_of_protection,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor11png_combined.webp,minor,,守護的承諾,守护的承诺
call_to_ferocity,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor10png_combined.webp,minor,,驍勇的呼喚,骁勇的呼唤
twilight_fog_brings_madness,https://suisoko.com/Minor_Power_Cards/BnC/BnCCards300pxiBnCMinor3png_combined.webp,minor,,暮下霧裡人發狂,暮下雾里人发狂
hazards_spread_across_the_island,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor33png_combined.webp,minor,,災害散佈大地,灾害散布大地
carapaced_land,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor29png_combined.webp,minor,,甲殼地帶,甲壳地带
call_to_guard,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor28png_combined.webp,minor,,防衛的呼喚,防卫的呼唤
gift_of_natures_connection,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor25png_combined.webp,minor,,聯繫自然的禮贈,联系自然的礼赠
mesmerized_tranquility,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor16png_combined.webp,minor,,幻惑安寧,幻惑安宁
territorial_strife,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor15png_combined.webp,minor,,領地糾紛,领地纠纷
sear_anger_into_the_wild_lands,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor12png_combined.webp,minor,,將憤怒烙入荒野,将愤怒烙入荒野
strong_and_constant_currents,https://suisoko.com/Minor_Power_Cards/JE/JECards300pxiJEMinor10png_combined.webp,minor,,強而穩定的洋流,强而稳定的洋流
